id,user_id,role,feature,benefit,application_domain,application_domain_other,tags,created_at,show_other,duplicate_of
1865,302,"home occupant","an alarm that goes off that lets me know when an emergency is taking place on a panel within the house","I can react to whats going on in my surroundings. ",Safety,,"alarm safety emergency","2015-12-29 12:37:04",1,0
1866,302,"home occupant","doors that automatically lock within 1 minute after they have been shut","I never have to worry about forgetting to lock my doors",Safety,,"locks doors safety","2015-12-29 12:37:53",1,0
1867,302,"home occupant","a panel to let me know if someone is trying to breach into my computer","I can prevent hackers from getting into my computer",Safety,,"computer hacking safety","2015-12-29 12:39:07",1,0
1868,296,"food cook","Diet system that control kitchen, auto suggest to eat, time suggest, follow it.","Health diet, make a special time to eat.",Health,,"Eat, time, cook","2015-12-29 12:40:41",1,0
1869,302,"home occupant","a panel that will list how much battery power all of my smart home devices currently have available","I know when my smart home devices need to be charged",Energy,,"smart home energy ","2015-12-29 12:41:09",1,0
1870,304,"home occupant","wireless temperature control","I can change the temperature before I get home, saving energy",Energy,,"energy, electricity, temperature","2015-12-29 12:47:27",1,0
1871,304,"home occupant","kitchen appliance monitors","I can keep track of appliances like the stove to ensure I don't forget they are on",Safety,,"kitchen, safety, monitor","2015-12-29 12:50:34",1,0
1872,304,"home occupant","the television to think for itself","it senses I am nearby and will come on if it thinks I may want to watch a show",Entertainment,,"television, automatic","2015-12-29 12:53:23",1,0
1873,304,"house keeper","the home to remind me when cleaning supplies are low","I know when to purchase the required supplies ",Other,"Convenience ","cleaning, supplies, tracking","2015-12-29 12:55:58",1,0
1874,306,"home owner","automatic butt wiper","i don't have to wipe my ass",Health,,,"2015-12-29 12:56:24",1,0
1875,304,parent,"notification of when children leave/enter home through motion sensors","I can know they are safe",Safety,,"monitor, children, safety","2015-12-29 12:57:47",1,0
1876,306,"home owner","air purifier","fresh air",Health,,,"2015-12-29 12:58:07",1,0
1877,306,"home owner","tv that goes into the cieling","save space",Safety,,,"2015-12-29 12:59:01",1,0
1878,306,"home owner","automatic door lock","don't need keys",Safety,,,"2015-12-29 13:00:03",1,0
1879,304,"home occupant","remote control of appliances","I can turn off appliances from the next room without getting up to save energy",Energy,,"appliances, energy","2015-12-29 13:01:24",1,0
1880,306,"home owner","automatic window cleaner","so i don't need to",Safety,,,"2015-12-29 13:01:24",1,0
1881,306,"home owner","motion sensors for outdoor lights","safety ",Safety,,"home security","2015-12-29 13:02:06",1,0
1882,306,"home owner","electricity saver","i can save electricity",Energy,,"go green","2015-12-29 13:02:53",1,0
1884,304,parent,"features to safely monitor my baby's vital signs","I can always know they are safe",Safety,,"baby, monitor, safe","2015-12-29 13:04:25",1,0
1885,306,"home owner","auto cleaning fridge","i don't have to",Health,,"go lazy","2015-12-29 13:04:37",1,0
1886,306,"home owner","robot butler","he can take care of my light work",Health,,"go robots","2015-12-29 13:05:36",1,0
1888,304,"home occupant","the air conditioner to learn my behavior","it can adapt to me, ensuring it uses the minimum amount of electricity based on my activity/schedule",Energy,,"energy, electricity, save","2015-12-29 13:06:53",1,0
1889,304,"house keeper","access to the home without keys","I don't have to hold onto multiple homeowner's keys. I can gain access to a home/certain rooms with just my phone. ",Other,Convenience,"keys, access, doors","2015-12-29 13:09:22",1,0
1890,304,"home occupant","pool safety monitoring","I am alerted via cell phone if anyone goes near the pool to keep children safe",Safety,,"pool, children, monitoring","2015-12-29 13:11:24",1,0
1891,309,"home owner","lights that shut off when i leave the room","it will save electricty",Energy,,"lighting, save energy","2015-12-29 13:12:01",1,0
1892,309,"home owner","a dishwasher that washes dishes using less water","i can save money",Energy,,"smart appliance, water","2015-12-29 13:12:40",1,0
1893,309,parent,"a video game console that shuts off at bed time","I can get my kid to school on time",Entertainment,,"xbox, energy, bed time","2015-12-29 13:13:17",1,0
1894,309,"pet owner","a doggy door that closes and locks when the dog is inside","other animals don't enter the home",Safety,,pets,"2015-12-29 13:13:59",1,0
1895,309,"home owner","self-cleaning tub","I'll have less chores",Health,,"bathroom, self-cleaning","2015-12-29 13:14:46",1,0
1896,308,"frequent cooker","A kitchen that can upload recipe requirements from my computer to my appliance","the stove will preheat itself, timers will be pre-set, and I'll save time preparing food.",Other,Comfort,"Kitchen, Cooking, Food prep","2015-12-29 13:14:49",1,0
1897,309,parent,"a fridge that gives healthy recomendations based on the food we have","my kid can eat better",Health,,"smart applliance, health","2015-12-29 13:15:20",1,0
1898,308,"home owner","Key fob that remotely locks or unlocks my front door.","I never have to run back to jiggle the handle to make sure I locked up, and to make it easier to get in when my arms are full.",Safety,Comfort,"Doors, locks, home safety","2015-12-29 13:16:40",1,0
1899,308,"home owner","A screen in my home that lists all of my appliances and how much energy they consume","I can reduce my energy uses and lower my utility bills.",Energy,,"Energy use, green living","2015-12-29 13:18:05",1,0
1900,309,"home owner","bug killing machine that counts how many bugs it has killed","I won't have to do it myself",Health,,"cleaning, health","2015-12-29 13:18:37",1,0
1901,309,"home owner","a TV that turns itself off after I leave the room","it will save electricty",Entertainment,,"smart applliance, energy","2015-12-29 13:19:17",1,0
1902,309,"home owner","toaster that will use less energy","i will save money",Energy,,"smart applliance, energy","2015-12-29 13:19:42",1,0
1903,309,"home owner","a toilet that flushes itself a second time if there is extra poop","it won't leave stains",Health,,"smart applliance, health","2015-12-29 13:20:29",1,0
1904,308,"home owner","appliances that turn themselves off if the house detects that all occupants have left.","I can safe energy and prevent dangerous mistakes like leaving the stove on. ",Energy,Safety,"Kitchen safety, green living, energy conservation, smart appliances ","2015-12-29 13:21:16",1,0
1905,308,woman,"a medicine box that includes an auto-dial options to re-order my birth control","I never forget to pick it up when I'm running low",Health,,"Medication, women's health","2015-12-29 13:24:07",1,0
1906,308,"pet owner","a remote feeder ","I can fill my pet's bowl from work or running late so they don't have to wait hungry.",Other,"Pet care","Animal care, pet care","2015-12-29 13:25:39",1,0
1907,308,"book lover","lights that I can adjust from my chair","I can continue to read without worry about eye strain",Entertainment,,"Books, reading, lighting","2015-12-29 13:26:30",1,0
1908,308,"active person","a floor that counts how many steps I take a day","I can track my fitness around the house without any attachments",Health,,"Exercise, step count","2015-12-29 13:27:44",1,0
1909,308,"trivia lover","an encyclopedia I can speak directly to installed in my home","I can find out the answer to whatever question I'm wondering about without having to do the searching on my own.",Entertainment,,"Information, learning, automated speaking","2015-12-29 13:29:11",1,0
1910,308,"person with allergies","fans around the house I can vocally activate ","the air will be cleared out/better circulated",Health,,"Allergies, air care","2015-12-29 13:30:26",1,0
1911,311,"home occupant","I want home thermostat to monitor my body temeprature","So I know when I I'm getting sick and beginning to run a fever.",Health,,"Body temperature","2015-12-29 14:42:01",1,0
1912,311,"home occupant","Home monitors to watch my movements","If I stop moving there will be an automatic 911 call made",Health,,,"2015-12-29 14:44:37",1,0
1913,311,"home occupant","Home outside monitors alert me if someone approaches my home","So I can be safe.",Safety,,,"2015-12-29 14:46:04",1,0
1914,312,"home occupant","my computer to turn on automatically at 7am","I waste no time waiting on it.",Entertainment,,Computer,"2015-12-29 14:47:16",1,0
1915,311,"home occupant","Home monitors observe my activity and know when I am about to leave and have a Uber ready","Save time, just walk out and go.",Other,"Time saving","travel car automatic","2015-12-29 14:49:31",1,0
1916,312,"pet owner","my smart home to track if my pet is inside or outside","I know where she is.",Safety,,"pet,, tracking","2015-12-29 14:50:16",1,0
1917,311,"home occupant","my referigator to tell me when I need to buy milk, butter and eggs","So I don't run out of milk, butter and eggs",Other,Food,"Refrigerator, milk, eggs, butter","2015-12-29 14:53:17",1,0
1918,312,"home occupant","my smart home to turn on music when the shower is running","don't have to remember to turn it on",Entertainment,,"music, shower","2015-12-29 14:53:40",1,0
1919,311,"home occupant","Home monitor tell me my home is locked after I leave","So I remember to lock my home.",Safety,,"Lock home.","2015-12-29 14:55:22",1,0
1920,312,"home occupant","the doors to lock when I'm gone from the house for 10 minutes","my house will be safe.",Safety,,"security, automated","2015-12-29 14:56:21",1,0
